127.0.0.1 - - [12/Jan/2023:11:31:05 +0900] "GET / HTTP/1.1" 200 11029
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:31:08 +0900] "GET / HTTP/1.1" 200 11029
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:31:09 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:31:15 +0900] "POST /member/loginCheck.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:31:15 +0900] "GET / HTTP/1.1" 200 10992
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:17 +0900] "GET / HTTP/1.1" 200 10895
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:19 +0900] "GET /free/list.do HTTP/1.1" 200 9430
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:19 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:21 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:21 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:36 +0900] "GET /free/detail.do?bno=4 HTTP/1.1" 200 8860
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:35:36 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:36:25 +0900] "GET /free/list.do HTTP/1.1" 200 9430
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:36:25 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:36:27 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 500 4422
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:29 +0900] "GET /free/list.do HTTP/1.1" 200 9430
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:30 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:31 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8995
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:31 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:34 +0900] "GET /free/detail.do?bno=4 HTTP/1.1" 200 9002
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:37:34 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:10 +0900] "GET /free/list.do HTTP/1.1" 200 9431
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:10 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:11 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:11 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:14 +0900] "GET /free/detail.do?bno=4 HTTP/1.1" 200 8861
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:14 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:17 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8854
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:17 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:40 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8995
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:40 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:43 +0900] "GET /free/detail.do?bno=4 HTTP/1.1" 200 9002
0:0:0:0:0:0:0:1 - - [12/Jan/2023:11:38:43 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:12:21:34 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 8994
0:0:0:0:0:0:0:1 - - [12/Jan/2023:12:21:34 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:12:22:47 +0900] "GET /free/edit.do?bno=5 HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [12/Jan/2023:12:22:47 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:12:22:47 +0900] "GET /resources/keditor/ckeditor.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jan/2023:14:02:13 +0900] "GET / HTTP/1.1" 200 11029
0:0:0:0:0:0:0:1 - - [12/Jan/2023:14:02:18 +0900] "GET /board/list.do HTTP/1.1" 200 9684
0:0:0:0:0:0:0:1 - - [12/Jan/2023:14:02:18 +0900] "GET /board/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET / HTTP/1.1" 200 11029
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET /resources/css/normalize.css HTTP/1.1" 200 6138
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET /resources/icon/main1.jpg HTTP/1.1" 200 369664
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET /resources/icon/main2.jpg HTTP/1.1" 200 218851
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET /resources/icon/main3.jpg HTTP/1.1" 200 188990
192.168.56.1 - - [12/Jan/2023:14:02:25 +0900] "GET /resources/icon/main4.jpg HTTP/1.1" 200 268534
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/main6.jpg HTTP/1.1" 200 159540
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/main5.jpg HTTP/1.1" 200 236122
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/main7.jpg HTTP/1.1" 200 305865
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/main8.jpg HTTP/1.1" 200 208800
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con1.jpg HTTP/1.1" 200 90194
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con2.jpg HTTP/1.1" 200 74158
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con3.jpg HTTP/1.1" 200 58259
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/facebook-icon.svg HTTP/1.1" 200 665
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/email-icon.svg HTTP/1.1" 200 3245
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con6.jpg HTTP/1.1" 200 88729
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con4.jpg HTTP/1.1" 200 85803
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/con5.jpg HTTP/1.1" 200 98413
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/twitter-icon.svg HTTP/1.1" 200 924
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/pro_nf1.jpg HTTP/1.1" 200 273240
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /resources/icon/youtube-icon.svg HTTP/1.1" 200 697
192.168.56.1 - - [12/Jan/2023:14:02:26 +0900] "GET /favicon.ico HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:02:37 +0900] "GET /board/list.do HTTP/1.1" 200 9684
192.168.56.1 - - [12/Jan/2023:14:02:37 +0900] "GET /board/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:03:18 +0900] "GET /board/detail.do?seq=7 HTTP/1.1" 200 8842
192.168.56.1 - - [12/Jan/2023:14:03:18 +0900] "GET /board/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:05:22 +0900] "GET /member/loginForm.do HTTP/1.1" 200 8889
192.168.56.1 - - [12/Jan/2023:14:05:22 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:05:26 +0900] "POST /member/signin.do HTTP/1.1" 302 -
192.168.56.1 - - [12/Jan/2023:14:05:26 +0900] "GET / HTTP/1.1" 200 10971
192.168.56.1 - - [12/Jan/2023:14:05:35 +0900] "GET /member/list.do HTTP/1.1" 200 8623
192.168.56.1 - - [12/Jan/2023:14:05:35 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:09:00 +0900] "GET /member/read.do HTTP/1.1" 200 11779
192.168.56.1 - - [12/Jan/2023:14:09:00 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:09:23 +0900] "GET /member/read.do HTTP/1.1" 200 11779
192.168.56.1 - - [12/Jan/2023:14:09:23 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:09:24 +0900] "GET /member/list.do HTTP/1.1" 200 8623
192.168.56.1 - - [12/Jan/2023:14:09:24 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:09:26 +0900] "GET /member/getMember.do?id=test1 HTTP/1.1" 200 11798
192.168.56.1 - - [12/Jan/2023:14:09:26 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:10:19 +0900] "GET /member/read.do HTTP/1.1" 200 11779
192.168.56.1 - - [12/Jan/2023:14:10:19 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:10:23 +0900] "GET /member/list.do HTTP/1.1" 200 8623
192.168.56.1 - - [12/Jan/2023:14:10:23 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:10:25 +0900] "GET /member/getMember.do?id=test1 HTTP/1.1" 200 11798
192.168.56.1 - - [12/Jan/2023:14:10:25 +0900] "GET /member/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:14:25 +0900] "GET /board/list.do HTTP/1.1" 200 9763
192.168.56.1 - - [12/Jan/2023:14:14:25 +0900] "GET /board/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:15:04 +0900] "GET /board/list.do HTTP/1.1" 200 9763
192.168.56.1 - - [12/Jan/2023:14:15:04 +0900] "GET /board/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:17:27 +0900] "GET /free/list.do HTTP/1.1" 200 9509
192.168.56.1 - - [12/Jan/2023:14:17:27 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /free/insert.do HTTP/1.1" 200 9159
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/ckeditor.js HTTP/1.1" 200 677285
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/config.js?t=M8SC HTTP/1.1" 200 1345
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/lang/ko.js?t=M8SC HTTP/1.1" 200 12935
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/skins/moono-lisa/editor.css?t=M8SC HTTP/1.1" 200 35902
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/styles.js?t=M8SC HTTP/1.1" 200 5440
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/plugins/dialog/styles/dialog.css?t=M8SC HTTP/1.1" 200 231
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/plugins/scayt/dialogs/dialog.css?t=M8SC HTTP/1.1" 200 396
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/plugins/scayt/skins/moono-lisa/scayt.css?t=M8SC HTTP/1.1" 200 356
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/skins/moono-lisa/icons.png?t=cb4a59c665 HTTP/1.1" 200 5692
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/plugins/tableselection/styles/tableselection.css?t=M8SC HTTP/1.1" 200 1109
192.168.56.1 - - [12/Jan/2023:14:17:36 +0900] "GET /resources/ckeditor/contents.css?t=M8SC HTTP/1.1" 200 2884
192.168.56.1 - - [12/Jan/2023:14:19:05 +0900] "GET /free/detail.do?bno=5 HTTP/1.1" 200 9073
192.168.56.1 - - [12/Jan/2023:14:19:05 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:14:38:54 +0900] "GET /free/delete.do?bno=5 HTTP/1.1" 302 -
192.168.56.1 - - [12/Jan/2023:14:38:54 +0900] "GET /free/list.do HTTP/1.1" 200 9283
192.168.56.1 - - [12/Jan/2023:14:38:54 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
192.168.56.1 - - [12/Jan/2023:15:21:29 +0900] "GET /free/detail.do?bno=4 HTTP/1.1" 200 9001
192.168.56.1 - - [12/Jan/2023:15:21:29 +0900] "GET /free/resources/css/normalize.css HTTP/1.1" 404 721
